accuracy,precision,recall,f1,roc_auc,pr_auc,ece,tn,fp,fn,tp,seed,model,split_type,partial_chars,C,weight_text,noise_group,noise_rate
0.9681818181818181,0.989247311827957,0.8761904761904762,0.9292929292929293,0.9982658137882019,0.9934192845514048,0.028928201606934083,334,1,13,92,13,retuned_text_only_lexical_lr,transcript,0,1.0,,none,0.0
0.9227272727272727,0.8585858585858586,0.8095238095238095,0.8333333333333334,0.9769438521677328,0.9279454728102154,0.06942069735869971,321,14,20,85,13,retuned_structural_view_lr,transcript,0,1.0,,none,0.0
0.9045454545454545,0.7889908256880734,0.819047619047619,0.8037383177570093,0.968727789623312,0.9162123502974215,0.060391870883713394,312,23,19,86,13,retuned_entity_view_lr,transcript,0,1.0,,none,0.0
0.9295454545454546,0.8557692307692307,0.8476190476190476,0.8516746411483254,0.9808955223880598,0.940049362790647,0.04738667991918735,320,15,16,89,13,retuned_hrkg_all_lr,transcript,0,1.0,,none,0.0
0.9704545454545455,0.9893617021276596,0.8857142857142857,0.9346733668341709,0.9932338308457712,0.9826590167794859,0.02877500516240161,334,1,12,93,13,retuned_text_hrkg_late_fusion,transcript,0,1.0,0.55,none,0.0
0.9954545454545455,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9999147121535181,0.9997278747009205,0.004917663250920364,334,1,1,104,13,noncontrastive_lexical_structural_early_fusion,transcript,0,1.0,,none,0.0
0.9954545454545455,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9999147121535181,0.9997278747009205,0.0045712806141196645,334,1,1,104,13,noncontrastive_lexical_entity_early_fusion,transcript,0,1.0,,none,0.0
0.9954545454545455,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9999147121535181,0.9997278747009205,0.004214419738315465,334,1,1,104,13,noncontrastive_lexical_hrkg_early_fusion,transcript,0,1.0,,none,0.0
0.9840909090909091,0.9803921568627451,0.9523809523809523,0.966183574879227,0.9985216773276475,0.994608189838728,0.014823945500205112,333,2,5,100,17,retuned_text_only_lexical_lr,transcript,0,1.0,,none,0.0
0.9295454545454546,0.8775510204081632,0.819047619047619,0.8472906403940886,0.975408670931059,0.9355997585200416,0.055442805783320406,323,12,19,86,17,retuned_structural_view_lr,transcript,0,1.0,,none,0.0
0.9272727272727272,0.8348623853211009,0.8666666666666667,0.8504672897196262,0.9820326936744848,0.934583088352771,0.06205242293030353,317,18,14,91,17,retuned_entity_view_lr,transcript,0,1.0,,none,0.0
0.9431818181818182,0.8921568627450981,0.8666666666666667,0.8792270531400966,0.9868088130774698,0.9476951742102683,0.04268401515655334,324,11,14,91,17,retuned_hrkg_all_lr,transcript,0,1.0,,none,0.0
0.9818181818181818,0.9801980198019802,0.9428571428571428,0.9611650485436893,0.9978678038379531,0.9935241636328911,0.023757399961745303,333,2,6,99,17,retuned_text_hrkg_late_fusion,transcript,0,1.0,0.5,none,0.0
0.9931818181818182,0.9811320754716981,0.9904761904761905,0.985781990521327,0.9997725657427151,0.9992705852622814,0.006550599929327096,333,2,1,104,17,noncontrastive_lexical_structural_early_fusion,transcript,0,1.0,,none,0.0
0.9931818181818182,0.9811320754716981,0.9904761904761905,0.985781990521327,0.9998578535891969,0.9995507152578216,0.006875951962747974,333,2,1,104,17,noncontrastive_lexical_entity_early_fusion,transcript,0,1.0,,none,0.0
0.9954545454545455,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9998578535891969,0.9995472426591588,0.005235200613885448,334,1,1,104,17,noncontrastive_lexical_hrkg_early_fusion,transcript,0,1.0,,none,0.0
0.9840909090909091,0.99,0.9428571428571428,0.9658536585365853,0.9996304193319119,0.9987939509335537,0.011015477442431618,334,1,6,99,23,retuned_text_only_lexical_lr,transcript,0,1.0,,none,0.0
0.9295454545454546,0.8425925925925926,0.8666666666666667,0.8544600938967136,0.9805259417199716,0.9447029097227763,0.07868667586569814,318,17,14,91,23,retuned_structural_view_lr,transcript,0,1.0,,none,0.0
0.9409090909090909,0.8558558558558559,0.9047619047619048,0.8796296296296297,0.9858706467661691,0.9600709546639172,0.07095298048318065,319,16,10,95,23,retuned_entity_view_lr,transcript,0,1.0,,none,0.0
0.9431818181818182,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9872921108742004,0.9600206606821331,0.04816185578289082,320,15,10,95,23,retuned_hrkg_all_lr,transcript,0,1.0,,none,0.0
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978678038379531,0.9938508109727215,0.0299340192573991,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,0,1.0,0.5,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,0.9999715707178394,0.9999101527403415,0.004423617053007347,335,0,2,103,23,noncontrastive_lexical_structural_early_fusion,transcript,0,1.0,,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,1.0,1.0,0.004305586422851054,335,0,2,103,23,noncontrastive_lexical_entity_early_fusion,transcript,0,1.0,,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,0.9998862828713575,0.999650502402796,0.004444084970536959,335,0,2,103,23,noncontrastive_lexical_hrkg_early_fusion,transcript,0,1.0,,none,0.0
0.9886363636363636,1.0,0.9523809523809523,0.975609756097561,1.0,1.0,0.011809395833388987,335,0,5,100,29,retuned_text_only_lexical_lr,transcript,0,1.0,,none,0.0
0.9454545454545454,0.945054945054945,0.819047619047619,0.8775510204081632,0.9858422174840086,0.9613169866354816,0.042609663584811136,330,5,19,86,29,retuned_structural_view_lr,transcript,0,1.0,,none,0.0
0.9318181818181818,0.8640776699029126,0.8476190476190476,0.8557692307692307,0.9813503909026297,0.9459998266140128,0.05249644386048099,321,14,16,89,29,retuned_entity_view_lr,transcript,0,1.0,,none,0.0
