accuracy,precision,recall,f1,roc_auc,pr_auc,ece,tn,fp,fn,tp,seed,model,split_type,partial_chars,C,weight_text,noise_group,noise_rate
0.9318181818181818,0.8787878787878788,0.8285714285714286,0.8529411764705882,0.9816631130063966,0.9535703816100114,0.060499929358840646,323,12,18,87,13,retuned_text_only_lexical_lr,partial_500_chars,500,1.0,,none,0.0
0.9068181818181819,0.753968253968254,0.9047619047619048,0.8225108225108225,0.972409381663113,0.9479133348769413,0.10421263949616341,304,31,10,95,13,retuned_structural_view_lr,partial_500_chars,500,1.0,,none,0.0
0.8954545454545455,0.7218045112781954,0.9142857142857143,0.8067226890756303,0.9607533759772566,0.9338672982194056,0.17080581486394927,298,37,9,96,13,retuned_entity_view_lr,partial_500_chars,500,1.0,,none,0.0
0.9295454545454546,0.7983870967741935,0.9428571428571428,0.8646288209606987,0.9812508884150676,0.9660248085183332,0.07487705437276385,310,25,6,99,13,retuned_hrkg_all_lr,partial_500_chars,500,1.0,,none,0.0
0.9409090909090909,0.8910891089108911,0.8571428571428571,0.8737864077669902,0.9826012793176973,0.9667754229688825,0.03693860513335429,324,11,15,90,13,retuned_text_hrkg_late_fusion,partial_500_chars,500,1.0,0.55,none,0.0
0.9636363636363636,0.9405940594059405,0.9047619047619048,0.9223300970873787,0.9972707889125799,0.9911452609497349,0.03366901531805409,329,6,10,95,13,noncontrastive_lexical_structural_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9727272727272728,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9979815209665956,0.9934824494351961,0.024650763081777632,329,6,6,99,13,noncontrastive_lexical_entity_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9727272727272728,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9978393745557924,0.9930052406833658,0.02634233419392323,329,6,6,99,13,noncontrastive_lexical_hrkg_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9636363636363636,0.9320388349514563,0.9142857142857143,0.9230769230769231,0.9957924662402274,0.9871215590882815,0.02818843387995889,328,7,9,96,17,retuned_text_only_lexical_lr,partial_500_chars,500,1.0,,none,0.0
0.9090909090909091,0.7559055118110236,0.9142857142857143,0.8275862068965517,0.9638948116560057,0.9385222230131365,0.11016160614161825,304,31,9,96,17,retuned_structural_view_lr,partial_500_chars,500,1.0,,none,0.0
0.9068181818181819,0.7461538461538462,0.9238095238095239,0.825531914893617,0.9714001421464109,0.944514605789245,0.16675106308831794,302,33,8,97,17,retuned_entity_view_lr,partial_500_chars,500,1.0,,none,0.0
0.925,0.7857142857142857,0.9428571428571428,0.8571428571428571,0.9828997867803838,0.9655243810706738,0.08417375586626148,308,27,6,99,17,retuned_hrkg_all_lr,partial_500_chars,500,1.0,,none,0.0
0.9545454545454546,0.8828828828828829,0.9333333333333333,0.9074074074074074,0.9929211087420043,0.9815895468665122,0.04731105881440935,322,13,7,98,17,retuned_text_hrkg_late_fusion,partial_500_chars,500,1.0,0.45,none,0.0
0.9681818181818181,0.941747572815534,0.9238095238095239,0.9326923076923077,0.9971570717839374,0.9910535095768144,0.027725770200940376,329,6,8,97,17,noncontrastive_lexical_structural_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9772727272727273,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9982373845060412,0.994450174238313,0.022451168072883075,330,5,5,100,17,noncontrastive_lexical_entity_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.975,0.9433962264150944,0.9523809523809523,0.9478672985781991,0.9975835110163469,0.9924135830103854,0.024871044221679236,329,6,5,100,17,noncontrastive_lexical_hrkg_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9704545454545455,0.96,0.9142857142857143,0.9365853658536586,0.9871215351812368,0.9800288415117798,0.02312934503252627,331,4,9,96,23,retuned_text_only_lexical_lr,partial_500_chars,500,1.0,,none,0.0
0.9113636363636364,0.7578125,0.9238095238095239,0.8326180257510729,0.9696090973702913,0.9416002723034776,0.10887198065859459,304,31,8,97,23,retuned_structural_view_lr,partial_500_chars,500,1.0,,none,0.0
0.8886363636363637,0.7028985507246377,0.9238095238095239,0.7983539094650206,0.9751670220326936,0.9500357671791414,0.18119131294233068,294,41,8,97,23,retuned_entity_view_lr,partial_500_chars,500,1.0,,none,0.0
0.9295454545454546,0.7890625,0.9619047619047619,0.8669527896995708,0.9869936034115139,0.9675520300338157,0.08020586024830531,308,27,4,101,23,retuned_hrkg_all_lr,partial_500_chars,500,1.0,,none,0.0
0.9727272727272728,0.9603960396039604,0.9238095238095239,0.941747572815534,0.9958208955223881,0.9884801337826777,0.03461771823274847,331,4,8,97,23,retuned_text_hrkg_late_fusion,partial_500_chars,500,1.0,0.65,none,0.0
0.9795454545454545,0.98,0.9333333333333333,0.9560975609756097,0.9979530916844349,0.9942901746905359,0.021190154532132695,333,2,7,98,23,noncontrastive_lexical_structural_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9886363636363636,0.9901960784313726,0.9619047619047619,0.9758454106280193,0.9987206823027719,0.9967671609389773,0.010046249354798566,334,1,4,101,23,noncontrastive_lexical_entity_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9840909090909091,0.9803921568627451,0.9523809523809523,0.966183574879227,0.9988628287135749,0.9966931538861104,0.014058003895848072,333,2,5,100,23,noncontrastive_lexical_hrkg_early_fusion,partial_500_chars,500,1.0,,none,0.0
0.9477272727272728,0.9270833333333334,0.8476190476190476,0.8855721393034826,0.9950817341862118,0.9840007603806291,0.04367415356289077,328,7,16,89,13,retuned_text_only_lexical_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9477272727272728,0.8796296296296297,0.9047619047619048,0.892018779342723,0.9807818052594172,0.9606281119522156,0.06174308059276287,322,13,10,95,13,retuned_structural_view_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9204545454545454,0.7916666666666666,0.9047619047619048,0.8444444444444444,0.9715707178393747,0.9477441183500496,0.11920417873580555,310,25,10,95,13,retuned_entity_view_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9590909090909091,0.8990825688073395,0.9333333333333333,0.9158878504672897,0.9864676616915423,0.975154138400914,0.03085494361555762,324,11,7,98,13,retuned_hrkg_all_lr,partial_1000_chars,1000,1.0,,none,0.0
0.95,0.9278350515463918,0.8571428571428571,0.8910891089108911,0.9888272921108743,0.9795940311719065,0.030949599993302553,328,7,15,90,13,retuned_text_hrkg_late_fusion,partial_1000_chars,1000,1.0,0.65,none,0.0
0.990909090909091,0.9902912621359223,0.9714285714285714,0.9807692307692307,0.9999147121535181,0.9997278747009205,0.007833368583550545,334,1,3,102,13,noncontrastive_lexical_structural_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9931818181818182,1.0,0.9714285714285714,0.9855072463768116,0.9999431414356788,0.9998194497924956,0.006590310793875815,335,0,3,102,13,noncontrastive_lexical_entity_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9954545454545455,1.0,0.9809523809523809,0.9903846153846154,0.9999431414356788,0.9998194497924956,0.005700508389630979,335,0,2,103,13,noncontrastive_lexical_hrkg_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.9818181818181818,0.9801980198019802,0.9428571428571428,0.9611650485436893,0.99909026297086,0.9970771086343844,0.017677897623762942,333,2,6,99,17,retuned_text_only_lexical_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9545454545454546,0.897196261682243,0.9142857142857143,0.9056603773584906,0.9776261549395878,0.9561428591011419,0.07691918854371717,324,11,9,96,17,retuned_structural_view_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9204545454545454,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.9824022743425729,0.9552636167515027,0.12382361971913207,307,28,7,98,17,retuned_entity_view_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9568181818181818,0.8909090909090909,0.9333333333333333,0.9116279069767442,0.9918407960199005,0.9774474811503661,0.039575100035707994,323,12,7,98,17,retuned_hrkg_all_lr,partial_1000_chars,1000,1.0,,none,0.0
0.9681818181818181,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9973845060412225,0.9924081997382108,0.027048963064429558,328,7,7,98,17,retuned_text_hrkg_late_fusion,partial_1000_chars,1000,1.0,0.45,none,0.0
0.9840909090909091,0.99,0.9428571428571428,0.9658536585365853,0.9997157071783938,0.9990900684451488,0.013745226097616865,334,1,6,99,17,noncontrastive_lexical_structural_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
0.990909090909091,1.0,0.9619047619047619,0.9805825242718447,0.9998862828713575,0.9996354105307865,0.00870257719663313,335,0,4,101,17,noncontrastive_lexical_entity_early_fusion,partial_1000_chars,1000,1.0,,none,0.0
